"year","ff203a","ff203b","ff207a","ff207b","ff222a","ff222b","ff225a","ff225b","ff251a","ff253a","ff253c","ff256a","ff256b","ff259a","ff259b"
1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.970195389672389,1.02024005593637
1008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994485482090775,1.0347973675089
1009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.947537103233546,1.01732415999395
1010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.984872921594233,1.02204627259352
1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.981646342365241,0.834983183103174
1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973759712802751,0.84000999889718
1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01081471956205,0.893180942083002
1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04989680371051,1.21199825971409
1015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03834140875661,0.998100259282209
1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03654142605005,1.03416827031029
1017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.967567166189925,0.858085546228565
1018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04270728260536,1.17839944193686
1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06283717210204,1.19477657497871
1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05674848187714,1.2670726415931
1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987928613569543,1.0070149348879
1022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.940565575479838,0.887952352133846
1023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02614721313527,1.03813775017667
1024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.071101604416,1.05184210562648
1025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09357826365227,1.1560297453438
1026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10254569798316,1.22924119158476
1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09178093610574,1.27079255441297
1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03944362492981,1.22356129183733
1029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955571287544591,1.04415640450319
1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99445808879736,0.889559734955489
1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999391493092242,0.989197519450557
1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04517794908925,1.0767172446553
1033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12165055918141,1.2751322541833
1034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06909826866862,1.2201965099451
1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01414076504385,1.06361013888219
1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04717334279497,1.12257269387855
1037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986061424452598,1.16127633675584
1038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.914130095028233,0.928816530998276
1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.927335462410267,0.722413617548098
1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.986007512448891,0.79660420535283
1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.990596059257302,0.756380826141064
1042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870404343035511,0.769277236880246
1043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01886020232573,1.0764912640668
1044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03627704924647,1.09019005862348
1045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01761500435839,1.12260654886107
1046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03049611134578,1.05209365336024
1047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.992644858822734,0.898390422410865
1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02690283144912,1.02077893074523
1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.980744051178296,0.97023566919801
1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994750272331534,0.825047864192542
1051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01417632048419,0.98817206763237
1052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987499393562327,0.978488944157995
1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.978012019238996,0.876339002101893
1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02112950735839,1.04385155782672
1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997255173041135,1.01254306865212
1056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.998963328089729,0.989111337144633
1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985036803964951,1.03758862474697
1058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985162464541885,1.06091176570612
1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.974295869470117,0.743121860798266
1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921257288480198,0.875930594640713
